﻿KM,KM+M,lat,lon,H3_Res_8,H3_Res_9,H3_Res_10,H3_Res_11,location_name,marea,mcenter,memo
262,262+000.0,23.365682,120.3246,884ba25ae7fffff,894ba25ae7bffff,8a4ba25ae7a7fff,8b4ba25ae7a2fff,133,行動南區營運處,台南營運中心,
262,262+100.0,23.364822,120.3249,884ba25ae7fffff,894ba25ae7bffff,8a4ba25ae787fff,8b4ba25ae786fff,133,行動南區營運處,台南營運中心,
262,262+200.0,23.363963,120.3252,884ba25ae7fffff,894ba25ae7bffff,8a4ba25ae79ffff,8b4ba25ae79efff,133,行動南區營運處,台南營運中心,
262,262+300.0,23.363103,120.3255,884ba25ae7fffff,894ba2585b7ffff,8a4ba2585b6ffff,8b4ba2585b69fff,133,行動南區營運處,台南營運中心,
262,262+400.0,23.362244,120.3258,884ba2585bfffff,894ba2585b7ffff,8a4ba2585b4ffff,8b4ba2585b49fff,133,行動南區營運處,台南營運中心,
262,262+500.0,23.361384,120.3261,884ba2585bfffff,894ba2585a7ffff,8a4ba2585a67fff,8b4ba2585a65fff,133,行動南區營運處,台南營運中心,
262,262+600.0,23.360524,120.3264,884ba2585bfffff,894ba2585a7ffff,8a4ba2585a47fff,8b4ba2585a45fff,133,行動南區營運處,台南營運中心,
262,262+700.0,23.359665,120.3267,884ba2585bfffff,894ba2585a7ffff,8a4ba2585a5ffff,8b4ba2585a43fff,133,行動南區營運處,台南營運中心,
262,262+800.0,23.358806,120.327,884ba2585bfffff,894ba2585a7ffff,8a4ba2585a5ffff,8b4ba2585a5bfff,133,行動南區營運處,台南營運中心,
262,262+900.0,23.357946,120.3273,884ba25aadfffff,894ba25aadbffff,8a4ba25aadb7fff,8b4ba25aadb0fff,133,行動南區營運處,台南營運中心,
263,263+000.0,23.357086,120.3276,884ba25aadfffff,894ba25aadbffff,8a4ba25aad97fff,8b4ba25aad90fff,134,行動南區營運處,台南營運中心,
263,263+100.0,23.356227,120.3279,884ba25853fffff,894ba258537ffff,8a4ba258536ffff,8b4ba258536cfff,134,行動南區營運處,台南營運中心,
263,263+200.0,23.355368,120.3282,884ba25853fffff,894ba258537ffff,8a4ba258534ffff,8b4ba258534cfff,134,行動南區營運處,台南營運中心,
263,263+300.0,23.354508,120.3285,884ba25853fffff,894ba258537ffff,8a4ba258534ffff,8b4ba258534afff,134,行動南區營運處,台南營運中心,
263,263+400.0,23.353648,120.3288,884ba25853fffff,894ba258527ffff,8a4ba2585267fff,8b4ba2585262fff,134,行動南區營運處,台南營運中心,
263,263+500.0,23.352789,120.3291,884ba25853fffff,894ba258527ffff,8a4ba2585247fff,8b4ba2585255fff,134,行動南區營運處,台南營運中心,
263,263+600.0,23.351929,120.3294,884ba25853fffff,894ba258527ffff,8a4ba258525ffff,8b4ba258525efff,134,行動南區營運處,台南營運中心,
263,263+700.0,23.35107,120.3297,884ba25853fffff,894ba25852fffff,8a4ba25852effff,8b4ba25852ebfff,134,行動南區營運處,台南營運中心,
263,263+800.0,23.35021,120.33,884ba25853fffff,894ba25852fffff,8a4ba25852cffff,8b4ba25852c9fff,134,行動南區營運處,台南營運中心,
263,263+900.0,23.349351,120.3303,884ba25819fffff,894ba258197ffff,8a4ba2581967fff,8b4ba2581960fff,134,行動南區營運處,台南營運中心,
264,264+000.0,23.348491,120.3306,884ba25819fffff,894ba258197ffff,8a4ba2581947fff,8b4ba2581945fff,134,行動南區營運處,台南營運中心,
264,264+100.0,23.347632,120.3309,884ba25819fffff,894ba258197ffff,8a4ba258195ffff,8b4ba258195cfff,134,行動南區營運處,台南營運中心,
264,264+200.0,23.346772,120.3312,884ba25819fffff,894ba258187ffff,8a4ba258195ffff,8b4ba258195bfff,134,行動南區營運處,台南營運中心,
264,264+300.0,23.345912,120.3315,884ba25819fffff,894ba258187ffff,8a4ba2581877fff,8b4ba2581872fff,134,行動南區營運處,台南營運中心,
264,264+400.0,23.345053,120.3318,884ba25819fffff,894ba258187ffff,8a4ba2581857fff,8b4ba2581852fff,134,行動南區營運處,台南營運中心,
264,264+500.0,23.344194,120.3321,884ba25819fffff,894ba25818fffff,8a4ba25818effff,8b4ba25818eefff,134,行動南區營運處,台南營運中心,
264,264+600.0,23.343334,120.3324,884ba25819fffff,894ba25818fffff,8a4ba25818cffff,8b4ba25818cefff,134,行動南區營運處,台南營運中心,
264,264+700.0,23.342474,120.3327,884ba25811fffff,894ba25818fffff,8a4ba2581167fff,8b4ba25818d9fff,134,行動南區營運處,台南營運中心,
264,264+800.0,23.341615,120.333,884ba25811fffff,894ba258117ffff,8a4ba2581177fff,8b4ba2581171fff,134,行動南區營運處,台南營運中心,
264,264+900.0,23.340755,120.3333,884ba25811fffff,894ba258117ffff,8a4ba2581157fff,8b4ba2581155fff,134,行動南區營運處,台南營運中心,
265,265+000.0,23.339896,120.3336,884ba25811fffff,894ba258117ffff,8a4ba258102ffff,8b4ba258102dfff,135,行動南區營運處,台南營運中心,
265,265+100.0,23.339036,120.3339,884ba25811fffff,894ba258103ffff,8a4ba258102ffff,8b4ba258102bfff,135,行動南區營運處,台南營運中心,
265,265+149.4,23.338612,120.334,884ba25811fffff,894ba258103ffff,8a4ba258100ffff,8b4ba258100dfff,135,行動南區營運處,台南營運中心,
265,265+200.0,23.338177,120.3342,884ba25811fffff,894ba258103ffff,8a4ba258100ffff,8b4ba258100bfff,135,行動南區營運處,台南營運中心,
265,265+300.0,23.337317,120.3345,884ba25811fffff,894ba25810fffff,8a4ba25810e7fff,8b4ba25810e0fff,135,行動南區營運處,台南營運中心,
265,265+400.0,23.336457,120.3348,884ba25811fffff,894ba25810fffff,8a4ba25810c7fff,8b4ba25810c0fff,135,行動南區營運處,台南營運中心,
265,265+500.0,23.335594,120.3351,884ba25811fffff,894ba25810fffff,8a4ba25810dffff,8b4ba25810dcfff,135,行動南區營運處,台南營運中心,
265,265+599.4,23.334733,120.3354,884ba25817fffff,894ba258177ffff,8a4ba2581777fff,8b4ba2581774fff,135,行動南區營運處,台南營運中心,
265,265+600.0,23.334728,120.3354,884ba25817fffff,894ba258177ffff,8a4ba2581777fff,8b4ba2581774fff,135,行動南區營運處,台南營運中心,
265,265+700.0,23.33386,120.3356,884ba25817fffff,894ba258177ffff,8a4ba2581777fff,8b4ba2581772fff,135,行動南區營運處,台南營運中心,
265,265+800.0,23.332988,120.3359,884ba25817fffff,894ba258177ffff,8a4ba2581757fff,8b4ba2581752fff,135,行動南區營運處,台南營運中心,
265,265+900.0,23.332114,120.3361,884ba25817fffff,894ba258163ffff,8a4ba258162ffff,8b4ba258162efff,135,行動南區營運處,台南營運中心,
266,266+000.0,23.331237,120.3364,884ba25817fffff,894ba258163ffff,8a4ba2581607fff,8b4ba258160efff,135,行動南區營運處,台南營運中心,
266,266+100.0,23.330356,120.3366,884ba25817fffff,894ba258163ffff,8a4ba258161ffff,8b4ba258161bfff,135,行動南區營運處,台南營運中心,
266,266+200.0,23.329474,120.3368,884ba25817fffff,894ba25816fffff,8a4ba25816f7fff,8b4ba25816f0fff,135,行動南區營運處,台南營運中心,
266,266+259.5,23.328948,120.3369,884ba25817fffff,894ba25816fffff,8a4ba25816f7fff,8b4ba25816f3fff,135,行動南區營運處,台南營運中心,
266,266+300.0,23.32859,120.337,884ba25817fffff,894ba25816fffff,8a4ba25816d7fff,8b4ba25816d4fff,135,行動南區營運處,台南營運中心,
266,266+400.0,23.327703,120.3372,884ba258edfffff,894ba258ed3ffff,8a4ba258ed2ffff,8b4ba258ed2cfff,135,行動南區營運處,台南營運中心,
266,266+500.0,23.326815,120.3373,884ba258edfffff,894ba258ed3ffff,8a4ba258ed07fff,8b4ba258ed01fff,135,行動南區營運處,台南營運中心,
266,266+600.0,23.325926,120.3375,884ba258edfffff,894ba258ed3ffff,8a4ba258ed1ffff,8b4ba258ed1dfff,135,行動南區營運處,台南營運中心,
266,266+700.0,23.325036,120.3377,884ba258edfffff,894ba258ec3ffff,8a4ba258ec37fff,8b4ba258ed1bfff,135,行動南區營運處,台南營運中心,
266,266+709.5,23.324951,120.3377,884ba258edfffff,894ba258ec3ffff,8a4ba258ec37fff,8b4ba258ec35fff,135,行動南區營運處,台南營運中心,
266,266+800.0,23.324147,120.3378,884ba258edfffff,894ba258ec3ffff,8a4ba258ec37fff,8b4ba258ec33fff,135,行動南區營運處,台南營運中心,
266,266+900.0,23.323257,120.338,884ba258edfffff,894ba258ec3ffff,8a4ba258ec17fff,8b4ba258ec12fff,135,行動南區營運處,台南營運中心,
267,267+000.0,23.322367,120.3382,884ba258edfffff,894ba258ecbffff,8a4ba258ecaffff,8b4ba258ecaefff,136,行動南區營運處,台南營運中心,
267,267+100.0,23.321478,120.3383,884ba258edfffff,894ba258ecbffff,8a4ba258ec87fff,8b4ba258ec81fff,136,行動南區營運處,台南營運中心,
267,267+200.0,23.320588,120.3385,884ba258edfffff,894ba258ecbffff,8a4ba258ec9ffff,8b4ba258ec98fff,136,行動南區營運處,台南營運中心,
267,267+300.0,23.319698,120.3387,884ba258e5fffff,894ba258e53ffff,8a4ba258e537fff,8b4ba258e530fff,136,行動南區營運處,台南營運中心,
267,267+400.0,23.318809,120.3388,884ba258e5fffff,894ba258e53ffff,8a4ba258e517fff,8b4ba258e514fff,136,行動南區營運處,台南營運中心,
267,267+500.0,23.317919,120.339,884ba258e5fffff,894ba258e5bffff,8a4ba258e5a7fff,8b4ba258e5a1fff,136,行動南區營運處,台南營運中心,
267,267+600.0,23.317029,120.3392,884ba258e5fffff,894ba258e5bffff,8a4ba258e587fff,8b4ba258e585fff,136,行動南區營運處,台南營運中心,
267,267+700.0,23.316141,120.3394,884ba258e5fffff,894ba258e5bffff,8a4ba258e59ffff,8b4ba258e59dfff,136,行動南區營運處,台南營運中心,
267,267+800.0,23.315251,120.3395,884ba258e5fffff,894ba258e5bffff,8a4ba258e59ffff,8b4ba258e59bfff,136,行動南區營運處,台南營運中心,
267,267+900.0,23.314361,120.3397,884ba258e5fffff,894ba258e4bffff,8a4ba258e4b7fff,8b4ba258e4b2fff,136,行動南區營運處,台南營運中心,
268,268+000.0,23.313472,120.3399,884ba259d9fffff,894ba258e4bffff,8a4ba258e497fff,8b4ba258e496fff,136,行動南區營運處,台南營運中心,
268,268+100.0,23.312582,120.34,884ba259d9fffff,894ba259d87ffff,8a4ba259d867fff,8b4ba259d86efff,136,行動南區營運處,台南營運中心,
268,268+200.0,23.311692,120.3402,884ba259d9fffff,894ba259d87ffff,8a4ba259d847fff,8b4ba259d840fff,136,行動南區營運處,台南營運中心,
268,268+300.0,23.310803,120.3404,884ba259d9fffff,894ba259d87ffff,8a4ba259d85ffff,8b4ba259d858fff,136,行動南區營運處,台南營運中心,
268,268+400.0,23.309913,120.3405,884ba259d9fffff,894ba259dbbffff,8a4ba259dbb7fff,8b4ba259dbb4fff,136,行動南區營運處,台南營運中心,
268,268+500.0,23.309023,120.3407,884ba259d9fffff,894ba259dbbffff,8a4ba259d8cffff,8b4ba259d8c9fff,136,行動南區營運處,台南營運中心,
268,268+600.0,23.308134,120.3409,884ba259d1fffff,894ba259d17ffff,8a4ba259d167fff,8b4ba259d165fff,136,行動南區營運處,台南營運中心,
268,268+700.0,23.307244,120.341,884ba259d1fffff,894ba259d17ffff,8a4ba259d147fff,8b4ba259d145fff,136,行動南區營運處,台南營運中心,
268,268+800.0,23.306355,120.3412,884ba259d1fffff,894ba259d17ffff,8a4ba259d147fff,8b4ba259d143fff,136,行動南區營運處,台南營運中心,
268,268+900.0,23.305466,120.3414,884ba259d1fffff,894ba259d17ffff,8a4ba259d15ffff,8b4ba259d15afff,136,行動南區營運處,台南營運中心,
269,269+000.0,23.304576,120.3415,884ba259d1fffff,894ba259d07ffff,8a4ba259d077fff,8b4ba259d076fff,137,行動南區營運處,台南營運中心,
269,269+100.0,23.303687,120.3417,884ba259d1fffff,894ba259d07ffff,8a4ba259d00ffff,8b4ba259d056fff,137,行動南區營運處,台南營運中心,
269,269+200.0,23.302797,120.3419,884ba259d1fffff,894ba259d0fffff,8a4ba259d0e7fff,8b4ba259d0e3fff,137,行動南區營運處,台南營運中心,
269,269+300.0,23.301907,120.342,884ba259d1fffff,894ba259d0fffff,8a4ba259d0c7fff,8b4ba259d0c0fff,137,行動南區營運處,台南營運中心,
269,269+400.0,23.301018,120.3422,884ba259d1fffff,894ba259d0fffff,8a4ba259d0dffff,8b4ba259d0dcfff,137,行動南區營運處,台南營運中心,
269,269+500.0,23.300128,120.3424,884ba259d7fffff,894ba259d73ffff,8a4ba259d72ffff,8b4ba259d729fff,137,行動南區營運處,台南營運中心,
269,269+600.0,23.299238,120.3425,884ba259d7fffff,894ba259d73ffff,8a4ba259d70ffff,8b4ba259d709fff,137,行動南區營運處,台南營運中心,
269,269+700.0,23.298349,120.3427,884ba259d7fffff,894ba259d63ffff,8a4ba259d627fff,8b4ba259d625fff,137,行動南區營運處,台南營運中心,
269,269+800.0,23.297459,120.3429,884ba259d7fffff,894ba259d63ffff,8a4ba259d627fff,8b4ba259d623fff,137,行動南區營運處,台南營運中心,
269,269+900.0,23.296569,120.343,884ba259d7fffff,894ba259d63ffff,8a4ba259d607fff,8b4ba259d602fff,137,行動南區營運處,台南營運中心,
270,270+000.0,23.295681,120.3432,884ba259d7fffff,894ba259d63ffff,8a4ba259d61ffff,8b4ba259d61efff,137,行動南區營運處,台南營運中心,
270,270+100.0,23.294791,120.3434,884ba259d7fffff,894ba259d6bffff,8a4ba259d6f7fff,8b4ba259d6f6fff,137,行動南區營運處,台南營運中心,
270,270+200.0,23.293901,120.3436,884ba259d7fffff,894ba259d6bffff,8a4ba259d68ffff,8b4ba259d68bfff,137,行動南區營運處,台南營運中心,
270,270+300.0,23.293012,120.3437,884ba2599dfffff,894ba2599d3ffff,8a4ba2599d27fff,8b4ba2599d20fff,137,行動南區營運處,台南營運中心,
270,270+400.0,23.292122,120.3439,884ba2599dfffff,894ba2599d3ffff,8a4ba2599d07fff,8b4ba2599d04fff,137,行動南區營運處,台南營運中心,
270,270+500.0,23.291232,120.3441,884ba2599dfffff,894ba2599d3ffff,8a4ba2599d1ffff,8b4ba2599d11fff,137,行動南區營運處,台南營運中心,
270,270+600.0,23.290343,120.3442,884ba2599dfffff,894ba2599dbffff,8a4ba2599daffff,8b4ba2599da9fff,137,行動南區營運處,台南營運中心,
270,270+700.0,23.289453,120.3444,884ba2599dfffff,894ba2599dbffff,8a4ba2599d8ffff,8b4ba2599d8dfff,137,行動南區營運處,台南營運中心,
270,270+800.0,23.288563,120.3446,884ba2599dfffff,894ba2599dbffff,8a4ba2599ca7fff,8b4ba2599ca4fff,137,行動南區營運處,台南營運中心,
270,270+900.0,23.287674,120.3447,884ba2599dfffff,894ba2599cbffff,8a4ba2599ca7fff,8b4ba2599ca2fff,137,行動南區營運處,台南營運中心,
271,271+000.0,23.286784,120.3449,884ba2599dfffff,894ba2599cbffff,8a4ba2599c87fff,8b4ba2599c82fff,138,行動南區營運處,台南營運中心,
271,271+100.0,23.285895,120.3451,884ba2599dfffff,894ba2599cbffff,8a4ba2599c9ffff,8b4ba2599c9efff,138,行動南區營運處,台南營運中心,
271,271+200.0,23.285006,120.3452,884ba25983fffff,894ba259827ffff,8a4ba259826ffff,8b4ba259826bfff,138,行動南區營運處,台南營運中心,
271,271+291.5,23.284191,120.3454,884ba25995fffff,894ba259827ffff,8a4ba259824ffff,8b4ba2598248fff,138,行動南區營運處,台南營運中心,
271,271+300.0,23.284116,120.3454,884ba25995fffff,894ba259827ffff,8a4ba259824ffff,8b4ba2598248fff,138,行動南區營運處,台南營運中心,
271,271+400.0,23.283226,120.3456,884ba25995fffff,894ba25995bffff,8a4ba25995a7fff,8b4ba25995a0fff,138,行動南區營運處,台南營運中心,
271,271+500.0,23.282336,120.3457,884ba25995fffff,894ba25995bffff,8a4ba2599587fff,8b4ba2599584fff,138,行動南區營運處,台南營運中心,
271,271+600.0,23.281445,120.3459,884ba25995fffff,894ba25995bffff,8a4ba2599597fff,8b4ba2599591fff,138,行動南區營運處,台南營運中心,
271,271+700.0,23.280553,120.346,884ba25995fffff,894ba259b97ffff,8a4ba259b96ffff,8b4ba259b96dfff,138,行動南區營運處,台南營運中心,
271,271+800.0,23.279659,120.3462,884ba259b9fffff,894ba259b97ffff,8a4ba259b94ffff,8b4ba259b94cfff,138,行動南區營運處,台南營運中心,
271,271+841.5,23.279288,120.3462,884ba259b9fffff,894ba259b97ffff,8a4ba259b94ffff,8b4ba259b948fff,138,行動南區營運處,台南營運中心,
271,271+900.0,23.278762,120.3463,884ba259b9fffff,894ba259b97ffff,8a4ba259b94ffff,8b4ba259b94afff,138,行動南區營運處,台南營運中心,
272,272+000.0,23.277864,120.3464,884ba259b9fffff,894ba259b87ffff,8a4ba259b867fff,8b4ba259b875fff,138,行動南區營運處,台南營運中心,
272,272+100.0,23.276965,120.3465,884ba259b9fffff,894ba259b87ffff,8a4ba259b877fff,8b4ba259b873fff,138,行動南區營運處,台南營運中心,
272,272+200.0,23.276064,120.3465,884ba259b9fffff,894ba259b87ffff,8a4ba259b857fff,8b4ba259b852fff,138,行動南區營運處,台南營運中心,
272,272+300.0,23.275162,120.3466,884ba259b9fffff,894ba259b8fffff,8a4ba259b8effff,8b4ba259b8eefff,138,行動南區營運處,台南營運中心,
272,272+400.0,23.274259,120.3466,884ba259b9fffff,894ba259b8fffff,8a4ba259b8c7fff,8b4ba259b8c3fff,138,行動南區營運處,台南營運中心,
272,272+500.0,23.273357,120.3466,884ba259b9fffff,894ba259b8fffff,8a4ba259b8dffff,8b4ba259b8d8fff,138,行動南區營運處,台南營運中心,
272,272+600.0,23.272454,120.3466,884ba259b1fffff,894ba259b17ffff,8a4ba259b177fff,8b4ba259b176fff,138,行動南區營運處,台南營運中心,
272,272+700.0,23.27155,120.3466,884ba259b1fffff,894ba259b13ffff,8a4ba259b10ffff,8b4ba259b109fff,138,行動南區營運處,台南營運中心,
272,272+800.0,23.270648,120.3466,884ba259b1fffff,894ba259b03ffff,8a4ba259b027fff,8b4ba259b024fff,138,行動南區營運處,台南營運中心,
272,272+900.0,23.269747,120.3465,884ba259b1fffff,894ba259b03ffff,8a4ba259b037fff,8b4ba259b031fff,138,行動南區營運處,台南營運中心,
273,273+000.0,23.268847,120.3464,884ba259b1fffff,894ba259b03ffff,8a4ba259b017fff,8b4ba259b015fff,139,行動南區營運處,台南營運中心,
273,273+100.0,23.267948,120.3463,884ba259b1fffff,894ba259b0bffff,8a4ba259b017fff,8b4ba259b012fff,139,行動南區營運處,台南營運中心,
273,273+200.0,23.267051,120.3462,884ba259b1fffff,894ba259b0bffff,8a4ba259b087fff,8b4ba259b085fff,139,行動南區營運處,台南營運中心,
273,273+300.0,23.266156,120.3461,884ba259b1fffff,894ba259b0bffff,8a4ba259b087fff,8b4ba259b082fff,139,行動南區營運處,台南營運中心,
273,273+400.0,23.265262,120.346,884ba259b1fffff,894ba259b0bffff,8a4ba259b097fff,8b4ba259b093fff,139,行動南區營運處,台南營運中心,
273,273+500.0,23.264372,120.3458,884ba259b5fffff,894ba259b47ffff,8a4ba259b46ffff,8b4ba259b46afff,139,行動南區營運處,台南營運中心,
273,273+600.0,23.263484,120.3456,884ba259b5fffff,894ba259b47ffff,8a4ba259b447fff,8b4ba259b443fff,139,行動南區營運處,台南營運中心,
273,273+700.0,23.2626,120.3454,884ba259b5fffff,894ba259b47ffff,8a4ba259b45ffff,8b4ba259b458fff,139,行動南區營運處,台南營運中心,
273,273+800.0,23.261718,120.3452,884ba259b5fffff,894ba259b4fffff,8a4ba259b4effff,8b4ba259b4e9fff,139,行動南區營運處,台南營運中心,
273,273+900.0,23.260841,120.345,884ba259b5fffff,894ba259b4fffff,8a4ba259b4cffff,8b4ba259b4ccfff,139,行動南區營運處,台南營運中心,
274,274+000.0,23.259968,120.3447,884ba259b5fffff,894ba259b4fffff,8a4ba259b4dffff,8b4ba259b4ddfff,139,行動南區營運處,台南營運中心,
274,274+100.0,23.259098,120.3445,884ba24b4bfffff,894ba24b4b7ffff,8a4ba24b4b77fff,8b4ba24b4b74fff,139,行動南區營運處,台南營運中心,
274,274+200.0,23.258234,120.3442,884ba24b4bfffff,894ba24b4b3ffff,8a4ba24b4b0ffff,8b4ba24b4b0dfff,139,行動南區營運處,台南營運中心,
274,274+300.0,23.257374,120.3439,884ba24b4bfffff,894ba24b4b3ffff,8a4ba24b4b0ffff,8b4ba24b4b0afff,139,行動南區營運處,台南營運中心,
274,274+400.0,23.256519,120.3436,884ba24b4bfffff,894ba24b4b3ffff,8a4ba24b4b1ffff,8b4ba24b4b1bfff,139,行動南區營運處,台南營運中心,
274,274+500.0,23.25567,120.3432,884ba24b4bfffff,894ba24b4bbffff,8a4ba24b4baffff,8b4ba24b4a36fff,139,行動南區營運處,台南營運中心,
274,274+600.0,23.254826,120.3429,884ba24b4bfffff,894ba24b4bbffff,8a4ba24b4b8ffff,8b4ba24b4b8efff,139,行動南區營運處,台南營運中心,
274,274+700.0,23.253988,120.3425,884ba24b4bfffff,894ba24b4bbffff,8a4ba24b4b9ffff,8b4ba24b4b98fff,139,行動南區營運處,台南營運中心,
274,274+800.0,23.253157,120.3422,884ba24b4bfffff,894ba24b417ffff,8a4ba24b416ffff,8b4ba24b4169fff,139,行動南區營運處,台南營運中心,
274,274+900.0,23.252331,120.3418,884ba24b41fffff,894ba24b417ffff,8a4ba24b414ffff,8b4ba24b414cfff,139,行動南區營運處,台南營運中心,
275,275+000.0,23.251513,120.3413,884ba24b41fffff,894ba24b417ffff,8a4ba24b415ffff,8b4ba24b415dfff,140,行動南區營運處,台南營運中心,
275,275+100.0,23.250702,120.3409,884ba24b41fffff,894ba24b417ffff,8a4ba24b415ffff,8b4ba24b402dfff,140,行動南區營運處,台南營運中心,
275,275+200.0,23.249898,120.3405,884ba24b41fffff,894ba24b403ffff,8a4ba24b402ffff,8b4ba24b402afff,140,行動南區營運處,台南營運中心,
275,275+300.0,23.249101,120.34,884ba24b41fffff,894ba24b403ffff,8a4ba24b4007fff,8b4ba24b4003fff,140,行動南區營運處,台南營運中心,
275,275+400.0,23.248313,120.3395,884ba24b41fffff,894ba24b403ffff,8a4ba24b4017fff,8b4ba24b4011fff,140,行動南區營運處,台南營運中心,
275,275+500.0,23.247531,120.339,884ba24b41fffff,894ba24b40bffff,8a4ba24b40affff,8b4ba24b40acfff,140,行動南區營運處,台南營運中心,
275,275+600.0,23.246759,120.3385,884ba24b41fffff,894ba24b40bffff,8a4ba24b4087fff,8b4ba24b4084fff,140,行動南區營運處,台南營運中心,
275,275+700.0,23.245996,120.338,884ba24b41fffff,894ba24b40bffff,8a4ba24b4097fff,8b4ba24b40b3fff,140,行動南區營運處,台南營運中心,
275,275+800.0,23.24524,120.3375,884ba24b45fffff,894ba24b40bffff,8a4ba24b4097fff,8b4ba24b4096fff,140,行動南區營運處,台南營運中心,
275,275+838.7,23.24495,120.3373,884ba24b45fffff,894ba24b447ffff,8a4ba24b4467fff,8b4ba24b4465fff,140,行動南區營運處,台南營運中心,
275,275+900.0,23.244494,120.3369,884ba24b45fffff,894ba24b447ffff,8a4ba24b4467fff,8b4ba24b4466fff,140,行動南區營運處,台南營運中心,
276,276+000.0,23.243757,120.3364,884ba24b45fffff,894ba24b447ffff,8a4ba24b4477fff,8b4ba24b4474fff,140,行動南區營運處,台南營運中心,
276,276+100.0,23.243027,120.3358,884ba24b45fffff,894ba24b443ffff,8a4ba24b440ffff,8b4ba24b440dfff,140,行動南區營運處,台南營運中心,
276,276+200.0,23.242303,120.3352,884ba24b45fffff,894ba24b443ffff,8a4ba24b440ffff,8b4ba24b440efff,140,行動南區營運處,台南營運中心,
276,276+300.0,23.241581,120.3346,884ba24b45fffff,894ba24b443ffff,8a4ba24b441ffff,8b4ba24b441efff,140,行動南區營運處,台南營運中心,
276,276+388.7,23.240941,120.3341,884ba24b45fffff,894ba24b44bffff,8a4ba24b44affff,8b4ba24b44acfff,140,行動南區營運處,台南營運中心,
276,276+400.0,23.24086,120.334,884ba24b45fffff,894ba24b44bffff,8a4ba24b44affff,8b4ba24b44acfff,140,行動南區營運處,台南營運中心,
276,276+500.0,23.240138,120.3334,884ba24b45fffff,894ba24b44bffff,8a4ba24b4487fff,8b4ba24b4485fff,140,行動南區營運處,台南營運中心,
276,276+600.0,23.239417,120.3329,884ba24b45fffff,894ba24b44bffff,8a4ba24b4487fff,8b4ba24b4486fff,140,行動南區營運處,台南營運中心,
276,276+700.0,23.238696,120.3323,884ba24b69fffff,894ba24b44bffff,8a4ba24b4497fff,8b4ba24b4496fff,140,行動南區營運處,台南營運中心,
276,276+800.0,23.237975,120.3317,884ba24b69fffff,894ba24b687ffff,8a4ba24b6867fff,8b4ba24b6864fff,140,行動南區營運處,台南營運中心,
276,276+900.0,23.237254,120.3311,884ba24b69fffff,894ba24b687ffff,8a4ba24b6877fff,8b4ba24b6875fff,140,行動南區營運處,台南營運中心,
277,277+000.0,23.236533,120.3305,884ba24b69fffff,894ba24b683ffff,8a4ba24b680ffff,8b4ba24b680dfff,141,行動南區營運處,台南營運中心,
277,277+100.0,23.235812,120.3299,884ba24b69fffff,894ba24b683ffff,8a4ba24b680ffff,8b4ba24b680efff,141,行動南區營運處,台南營運中心,
277,277+200.0,23.23509,120.3293,884ba24b69fffff,894ba24b683ffff,8a4ba24b681ffff,8b4ba24b681cfff,141,行動南區營運處,台南營運中心,
277,277+300.0,23.234369,120.3287,884ba24b69fffff,894ba24b68bffff,8a4ba24b68affff,8b4ba24b68acfff,141,行動南區營運處,台南營運中心,
277,277+400.0,23.233648,120.3281,884ba24b69fffff,894ba24b68bffff,8a4ba24b6887fff,8b4ba24b6885fff,141,行動南區營運處,台南營運中心,
277,277+500.0,23.232927,120.3276,884ba24b69fffff,894ba24b68bffff,8a4ba24b6887fff,8b4ba24b6886fff,141,行動南區營運處,台南營運中心,
277,277+600.0,23.232206,120.327,884ba24b6dfffff,894ba24b68bffff,8a4ba24b6897fff,8b4ba24b6896fff,141,行動南區營運處,台南營運中心,
277,277+700.0,23.231485,120.3264,884ba24b6dfffff,894ba24b6c7ffff,8a4ba24b6c67fff,8b4ba24b6c64fff,141,行動南區營運處,台南營運中心,
277,277+800.0,23.230763,120.3258,884ba24b6dfffff,894ba24b6c7ffff,8a4ba24b6c77fff,8b4ba24b6c75fff,141,行動南區營運處,台南營運中心,
277,277+900.0,23.230042,120.3252,884ba24b6dfffff,894ba24b6c3ffff,8a4ba24b6c2ffff,8b4ba24b6c76fff,141,行動南區營運處,台南營運中心,
278,278+000.0,23.229321,120.3246,884ba24b6dfffff,894ba24b6c3ffff,8a4ba24b6c0ffff,8b4ba24b6c0efff,141,行動南區營運處,台南營運中心,
278,278+100.0,23.228599,120.324,884ba24b6dfffff,894ba24b6c3ffff,8a4ba24b6c1ffff,8b4ba24b6c1cfff,141,行動南區營運處,台南營運中心,
278,278+200.0,23.227879,120.3234,884ba24b6dfffff,894ba24b6cbffff,8a4ba24b6caffff,8b4ba24b6cacfff,141,行動南區營運處,台南營運中心,
278,278+300.0,23.227158,120.3229,884ba24b6dfffff,894ba24b6cbffff,8a4ba24b6ca7fff,8b4ba24b6ca3fff,141,行動南區營運處,台南營運中心,
278,278+400.0,23.226436,120.3223,884ba24b6dfffff,894ba24b6cbffff,8a4ba24b6c87fff,8b4ba24b6c86fff,141,行動南區營運處,台南營運中心,
278,278+500.0,23.225715,120.3217,884bb196b3fffff,894ba24b6cbffff,8a4ba24b6c97fff,8b4ba24b6c94fff,141,行動南區營運處,台南營運中心,
278,278+600.0,23.224994,120.3211,884bb196b3fffff,894bb196b37ffff,8a4bb196b267fff,8b4bb196b264fff,141,行動南區營運處,台南營運中心,
